Food group,Food name,Quantity,Is fortified with,ENERCJ (kJ),ENERCC (kcal),WATER (g),PROT (g),PROTPL (g),PROTAN (g),NT (g),TRP (mg),FAT (g),FACID (g),FASAT (g),FAMSCIS (g),FAPU (g),FAPUN3 (g),FAPUN6 (g),FATRS (g),CHO (g),SUGAR (g),STARCH (g),POLYL (g),FIBT (g),ALC (g),OA (g),ASH (g),CHORL (mg),NA (mg),K (mg),CA (mg),P (mg),MG (mg),FE (mg),HAEM (mg),NHAEM (mg),CU (mg),SE (µg),ZN (mg),ID (µg),VITA_RAE (µg),VITA_RE (µg),RETOL (µg),CARTBTOT (µg),CARTA (µg),LUTN (µg),ZEA (µg),CRYPXB (µg),LYCPN (µg),VITD (µg),CHOCALOH (µg),CHOCAL (µg),ERGCAL (µg),VITE (mg),TOCPHA (mg),TOCPHB (mg),TOCPHD (mg),TOCPHG (mg),VITK (µg),VITK1 (µg),VITK2 (µg),THIA (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),NIAEQ (mg),NIA (mg),FOL (µg),FOLFD (µg),FOLAC (µg),VITC (mg),F4:0 (g),F6:0 (g),F8:0 (g),F10:0 (g),F11:0 (g),F12:0 (g),F13:0 (g),F14:0 (g),F15:0 (g),F16:0 (g),F17:0 (g),F18:0 (g),F19:0 (g),F20:0 (g),F21:0 (g),F22:0 (g),F23:0 (g),F24:0 (g),F25:0 (g),F26:0 (g),FASATXR (g),F10:1CIS (g),F12:1CIS (g),F14:1CIS (g),F16:1CIS (g),F18:1CIS (g),F20:1CIS (g),F22:1CIS (g),F24:1CIS (g),FAMSCXR (g),F18:2CN6 (g),F18:2CN9 (g),F18:2CT (g),F18:2TC (g),F18:2R (g),F18:3CN3 (g),F18:3CN6 (g),F18:4CN3 (g),F20:2CN6 (g),F20:3CN9 (g),F20:3CN6 (g),F20:3CN3 (g),F20:4CN6 (g),F20:4CN3 (g),F20:5CN3 (g),F21:5CN3 (g),F22:2CN6 (g),F22:2CN3 (g),F22:3CN3 (g),F22:4CN6 (g),F22:5CN6 (g),F22:5CN3 (g),F22:6CN3 (g),F24:2CN6 (g),FAPUXR (g),F10:1TRS (g),F12:1TRS (g),F14:1TRS (g),F16:1TRS (g),F18:1TRS (g),F18:2TTN6 (g),F18:3TTTN3 (g),F20:1TRS (g),F20:2TT (g),F22:1TRS (g),F24:1TRS (g),FAMSTXR (g),FAUN (g)
Cereals and cereal products,Noodles boiled,per 100g,,437,103,73.8,1.8,1.8,0,,,0.2,0.2,0.1,0.1,0.1,0,0.1,0,23,0,23,0,1,0,,0.2,0,19,4,4,20,3,0.1,0,0.1,0.04,5,0.25,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,,0.02,0,0.006,0,,0.1,1,1,0,0,0,0,0,0,,0,,0,,0.05,,0.01,,,,,,,,,,,,,0,0.06,,,,,0.05,,,,,,0.01,0,,,,,0,,0,,,,,,,0,0,,,,,,,,,,,,,,,
Savoury bread spreads,Hummus natural,per 100g,,1324,320,48,7.7,7.7,0,0.4,26,25.8,24.5,4.2,13,7.4,0.1,7,0,11.3,0.8,10.5,0,5.4,0,,2,0,476,130,29,116,62,2,0,2,0.31,6,1.17,0.8,1,2,0,10,0,0,0,0,0,0,0,0,0,3.5,,,,,3,3,,0.07,0.04,0.107,0,1.2,0.8,30.2,30.2,0,2,0,0,0,0,0,0,0,0,0,2.24,0.06,0.89,0,0.27,0,0.48,0,0.25,0,0,0.01,0,0,0,0.07,12.66,0.21,0.02,0,0,7.04,0,0,0,0.3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04
Vegetables,Glasswort raw,per 100g,,59,14,92.2,0.7,0.7,0,,,0.2,0.2,0.1,0,0.1,0,0,0,1.1,1.1,0,0,2.5,0,0,3.3,0,1020,119,34,20,75,4.9,0,4.9,0.07,,0.48,0,,,0,,,,,,,0,0,0,0,0.5,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bread,Wheat bread wholemeal fine w seeds,per 100g,,1148,273,34.7,12.3,12.3,0,1.8,,7.3,6.8,1.2,1.8,3.8,0.8,3.1,0,35.8,1.7,34.1,0,7.8,0,,2.3,1,350,287,44,276,103,2.5,0,2.5,0.29,6,2.11,50.3,0,0,0,1,0,,,,,0,0,0,,1.7,1.6,0.1,0,0.2,,,,0.23,0.08,0.145,0,,1.9,46.6,46.6,0,0,0,0,0,0,0,0,0,0.01,0,0.8,0.01,0.31,0,0.02,0,0.02,0,0.02,0,0,0,0,0,0,0.01,1.76,0.02,0,0,0,3.05,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05
Bread,Wheat bread wholemeal fine w sunflower seeds,per 100g,,1186,282,34.9,11.7,11.7,0,1.5,,8.6,8.1,1.1,2.4,4.6,0.1,4.5,0,36.2,1.6,34.6,0,6.7,0,,2.3,1,353,282,38,256,103,2.3,0,2.3,0.46,10,1.91,50.8,0,0,0,2,0,,,,,0,0,0,,4.7,4.5,0.2,0,0.3,,,,0.28,0.08,0.241,0,,2.1,51.2,51.2,0,0,0,0,0,0,0,0,0,0.01,0,0.7,0,0.3,0,0.02,0,0.05,0,0.02,0,0,0,0,0,0,0.01,2.37,0.02,0,0,0,4.48,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03
Bread,Wheat bread wholemeal coarse w seeds,per 100g,,1155,275,34.6,12.6,12.6,0,1.8,,7.5,7.1,1.2,1.9,3.9,0.8,3.2,0,35.1,1.7,33.5,0,8,0,,2.2,1,350,351,47,270,100,2.5,0,2.5,0.29,7,2.06,50.3,0,0,0,1,0,,,,,0,0,0,,1.7,1.6,0.1,0,0.2,,,,0.24,0.08,0.154,0,,2,50.9,50.9,0,0,0,0,0,0,0,0.01,0,0.01,0,0.82,0,0.32,0,0.02,0,0.02,0,0.01,0,0,0,0,0,0,0.01,1.88,0.02,0,0,0,3.15,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
Bread,Wheat bread wholemeal coarse w sunflower seeds,per 100g,,1194,284,34.7,12.1,12.1,0,1.6,,8.9,8.4,1.1,2.5,4.7,0.1,4.6,0,35.6,1.6,34,0,6.9,0,,2.2,1,353,346,41,249,100,2.3,0,2.3,0.46,11,1.85,50.8,0,0,0,2,0,,,,,0,0,0,,4.7,4.5,0.2,0,0.3,,,,0.29,0.08,0.25,0,,2.1,55.6,55.6,0,0,0,0,0,0,0,0.01,0,0.01,0,0.71,0,0.3,0,0.02,0,0.05,0,0.02,0,0,0,0,0,0,0.02,2.49,0.03,0,0,0,4.59,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
Bread,Wheat bread wholemeal coarse w pumpkin seeds,per 100g,,1158,276,34.8,13.6,13.6,0,2.3,,7.8,7.3,1.7,1.8,3.7,0.1,3.6,0,34.4,1.8,32.5,0,7,0,,2.5,1,347,353,37,307,120,2.7,0,2.7,0.22,6,2.16,50.2,0,0,0,0,0,,,,,0,0,0,,0.2,0.1,0.1,0,0.2,,,,0.12,0.08,0.115,0,,2,49,49,0,0,0,0,0,0,,0.01,,0.01,0,1.22,0.01,0.42,,0.03,0,0.01,0,0.02,,,,,,0,0.01,1.76,0.02,,0,,3.57,,,,,0.11,0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,0.07
Alcoholic beverages,Beer white,per 100g,,195,47,91.3,0.5,0.5,0,,,0,0,0,0,0,0,0,0,3.7,0,3.6,0.2,0.3,4.2,,,0,3,54,3,28,8,0,0,0,0.01,0,0.03,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.03,0.055,0.03,,1,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Vodka,per 100g,,969,234,66.6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,0,0,1,1,0,5,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,0
Legumes,Peas split green boiled,per 100g,,514,122,67,7.9,7.9,0,1.3,67,1.2,0.9,0.5,0.4,0.1,0,0.1,0,16.6,0.6,16,0,6.6,0,,0.7,0,2,329,18,134,39,2.5,0,2.5,0.23,,1.02,0.3,5,11,0,65,,,,,,0,0,0,0,0.3,0,0.1,0,2.4,9.6,9.6,0,0.26,0.06,0.014,0,1.8,0.7,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Non-alcoholic beverages,Fruit juice drink apple nectar,per 100g,,157,37,90.8,0,0,0,,1,0,0,0,0,0,0,0,0,9.1,8.9,0.3,0,0,0,,,0,8,50,6,4,3,0.1,0,0.1,0.01,0,0.01,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0.011,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fruits,Kiwi fruit yellow,per 100g,,280,66,82.4,1,1,0,0.2,,0.3,0.2,0.1,0,0.1,0.1,0.1,0,12.4,12.3,0.1,0,1.4,0,2.3,0.5,0,3,315,17,25,12,0.2,0,0.2,0.15,0,0.08,0,1,2,0,14,0,23,1,,0,0,0,0,0,1.4,1.4,0,0,0.1,6.1,6.1,,0,0.07,0.08,0,,0.6,30.6,30.6,0,135,0,0,0,0,,0,0,0,0,0.05,0,0.01,,0,,0,,0,,,,0,,0.01,0,0.01,,0,0,,0.06,,0,,,0.04,,,0.01,,0.01,0.01,0,,0,,,0,,,,0,0,,,,,,0,0,0,,,,,,,
Vegetables,Asparagus green raw,per 100g,,119,28,92,3,3,0,,,0.1,0.1,0,0,0.1,0,0.1,0,2.8,2.8,0,0,2.1,0,,,0,2,278,24,65,12,1,0,1,,,0.8,,7,13,0,78,,,,,,0,0,0,0,1.2,,,,,,,,0.27,0.25,0.09,0,,0.9,175,175,0,24,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruits,Olives ripe in brine tinned/glass,per 100g,,663,162,68.5,0.9,0.9,0,,,14,13.4,2.1,10.1,1.2,0.1,1.1,0,1.7,0,1.7,0,12.5,0,,,0,904,8,58,10,70,3.3,0,3.3,0.15,,0.13,4.5,20,40,0,237,,,,,,0,0,0,0,2,,,,,,,,0,0,0.009,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6,0.01,0.39,0,0.05,0,0.01,0,0.01,0,0,0,0,0,0,0.13,9.94,0.03,0,0,0,1.1,0,0,0,0,0.08,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01
Savoury sauces,Pesto red,per 100g,,1519,368,47.6,5,2.8,2.2,,13,35,33.5,5.4,10.7,17.1,0.1,17.1,0.1,7,5.7,1.2,0,2.4,0,0.3,2.9,6,930,652,101,116,35,1.4,0,1.4,0.18,3,0.82,3.5,66,115,16,597,0,158,0,0,12549,0,0,0,,14.2,13.6,0,0,0.2,14.3,14.3,0,0.09,0.12,0.129,0.12,1.9,1.7,21,21,0,11,0.08,0.06,0.04,0.07,0,0.09,0,0.3,0.03,2.77,0.01,1.35,0,0.07,0,0.2,0,0.06,0,0,0,0,0,0.03,0.09,10.51,0.07,0,0,0,17.06,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0,0,0,0.09
Cold meat cuts,Sausage grill chicken,per 100g,,867,209,66.5,13.8,0,13.8,,,15,12.8,4.3,4.5,3.4,0.4,3,0.2,4.4,1.1,3.4,0,0.3,0,,,109,965,259,13,162,21,0.8,0.3,0.5,0.15,13,1.37,5,45,45,45,0,0,,,0,,0.3,0,0.3,0,1.2,,,,,,,,0.04,0.07,0.379,0.2,,6.7,9.2,9.2,0,0,0,0,0.07,0.01,0,0.01,0,0.11,0.27,2.7,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.35,4.06,0.04,0,0,0,2.61,0,0,0,0,0.2,0,0,0.05,0,0.01,0.01,0.26,0,0.04,0,0,0,0,0.05,0,0,0.13,0,0.03,0,0,0,0,0.13,0,0,0.01,0,0.06,0,0,0.37
Vegetables,Vegetables for stir-frying Dutch cooked,per 100g,,110,26,92,1.6,1.6,0,,14,0.3,0.2,0.1,0,0.1,0.1,0.1,0,3.2,2.4,0.8,0,2.3,0,,0.5,0,10,259,31,45,12,0.5,0,0.5,0.04,0,0.29,1.9,172,345,0,1827,467,834,13,14,6,0,0,0,,1.3,1.2,0,0,0.3,37.9,37.9,0,0.04,0.04,0.107,0,0.7,0.5,42.7,42.7,0,29,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.07,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
Vegetables,Vegetables for stir-frying Italian cooked,per 100g,,112,27,92.2,1.1,1.1,0,,9,0.3,0.2,0.1,0,0.1,0,0.1,0,3.9,2.9,1,0,2.1,0,,0.3,0,6,219,26,34,12,0.4,0,0.4,0.05,0,0.27,1.9,171,341,0,1780,496,301,39,40,18,0,0,0,,1.2,1.2,0.1,0,0.2,11.7,11.7,0,0.04,0.03,0.125,0,0.6,0.4,34.9,34.9,0,26,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Vegetables for stir-frying oriental cooked,per 100g,,92,22,93.3,1,1,0,0,6,0.2,0.2,0,0,0.1,0,0.1,0,2.8,2.1,0.7,0,2.3,0,,0.2,0,8,167,34,27,10,0.3,0,0.3,0.05,1,0.2,1.7,62,124,0,661,151,273,29,19,9,0,0,0,,0.7,0.7,0,0,0.1,25.5,25.5,,0.04,0.04,0.11,0,0.5,0.4,29.5,29.5,0,24,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Seaweed nori dried,per 100g,,1060,254,6.5,31.5,31.5,0,,,1.5,1.2,0.4,0.1,0.7,,,0,10.5,0.6,9.9,0,36.3,0,,13.6,0,1980,1730,318,518,486,37.2,0,37.2,1.06,51,4.52,5100,1624,3248,0,19485,,,,,,0.6,,,,2.9,,,,,,,,0.58,1.91,0.53,,,5.8,21.7,21.7,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cereals and cereal products,Noodles instant prepared,per 100g,,951,227,56.4,3.4,3.4,0,,46,11.1,10.4,2.2,4.3,3.8,0.3,3.6,0,27.8,1.1,26.7,0,1.4,0,,,,800,107,24,80,20,0.9,0,0.9,0.1,1,0.53,1,1,1,0,7,2,,3,1,,0,0,0,,3.2,3.1,0.1,1.4,0.6,3.8,3.8,0,0.03,0.02,0.015,0,1.6,0.8,3.7,3.7,0,1,0,0.01,0.05,0.04,0,0.29,0,0.13,0,1.32,0.01,0.32,0,0.04,0,0.04,0,0.01,0,0,,0,0,0,0.02,4.23,0.05,0,0,,3.57,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.01,0,0,0,,0.01
Savoury bread spreads,Salad chicken satay,per 100g,,1092,262,55.6,9.6,2.7,6.9,,26,17.3,16.4,3.2,8.1,4.9,0.3,4.6,0.1,16.5,13.3,3.2,0,1,0,,,21,438,207,18,131,33,0.4,0,0.4,0.08,7,0.54,2.9,4,5,4,2,0,3,4,0,0,0,0,0,0,4.5,4.3,0,1.2,1.5,13.3,13.3,0,0.04,0.04,0.186,0.07,4.6,4.2,10.4,10.4,0,2,0,0.01,0.06,0.04,0,0.32,0,0.15,0.01,1.8,0.01,0.5,0,0.09,0,0.17,0,0.09,0,0,0,0,0,0,0.04,7.92,0.16,0.01,0,0.01,4.64,0,0,0,0,0.28,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0.04
Savoury bread spreads,Salad salmon,per 100g,,1397,338,54,9.3,0.2,9.2,,117,31,29.5,6.3,12.7,10,1.5,8.6,0,5.2,3.2,2.1,0,0.4,0,,,48,580,206,12,139,14,0.4,0,0.4,0.03,9,0.31,6.6,24,28,21,42,0,50,19,0,1146,1.6,0,1.6,,9.5,9.2,0.1,2.8,1.7,10.1,10.1,0,0.11,0.07,0.163,1.54,5.1,3.2,7.9,7.9,0,1,0,0.01,0.13,0.09,0,0.74,0,0.52,0.02,3.66,0.02,0.91,0,0.08,0,0.1,0,0.04,0,0,0,0,0,0,0.38,11.22,0.58,0.53,0.04,0,8.52,0,0,0,0,0.63,0,0.07,0.02,0,0,0,0.02,0.01,0.24,0,0,0,0,0,0,0.09,0.41,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.17
Savoury bread spreads,Salad tuna,per 100g,,1192,288,58,11.4,0.2,11.2,,4,24.1,22.9,2,14.2,6.6,2,4.6,0.1,6.2,4.3,2,0,0.3,0,,,50,538,250,11,157,20,0.7,0.1,0.6,0.04,45,0.34,2.8,28,31,24,42,0,93,4,0,764,1.4,0,1.4,,4.6,4.5,0,8.7,0.3,30.4,30.4,,0.07,0.07,0.142,1.07,4.4,4.3,5.6,5.6,0,0,0,0,0,0,0,0,0,0.03,0.02,1.23,0.04,0.44,0,0.11,0,0.07,0,0.02,0,0,0,0,0,0,0.07,13.81,0.3,0.03,0.02,0,4.58,0,0,0,0,1.97,0,0,0.02,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0.07,0,0,0,0,0.07
Savoury bread spreads,Salad crab,per 100g,,1170,282,59.3,5.2,2,3.2,,1,24,22,1.9,14,6.6,2,4.6,0.1,11.5,5,6.5,0,0.1,0,,,46,605,82,24,54,10,0.7,0.1,0.6,0.07,7,0.75,17,24,28,21,41,0,54,0,0,1146,0.2,0,0.2,,4.8,4,0,8.4,0.3,25.2,25.2,,0.03,0.03,0.065,0.48,0.4,0.4,7,7,0,0,0,0,0,,,,,0.03,0,1.2,0.03,0.43,0,0.11,0,0.07,0,0.02,0,0,,,,0,0.07,13.62,0.3,0.03,0.02,0,4.52,0,0,0,0,1.94,0,0,0.03,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.03,0,0,,,0,0,0,0,0,0.07,0,0,0,0,
Savoury bread spreads,Salad shrimp,per 100g,,1236,299,59.6,6.7,0.1,6.5,,,27.6,26.2,3.2,15.7,7.2,2.2,5,0.1,5.9,4.2,1.7,0,0.3,0,,,81,800,39,34,65,15,0.6,0.1,0.5,0.11,12,0.48,7.5,33,34,32,11,0,32,0,0,0,0.1,0,0.1,,6.1,4.6,0,9.4,0.3,28.5,28.2,0.3,0.01,0.03,0.018,0.94,,0,6.6,6.6,0,1,0.06,0.04,0.02,0.05,0,0.07,0,0.22,0.02,1.78,0.04,0.61,0,0.12,0,0.07,0,0.03,0,0,0.03,0.01,0,0.02,0.11,15.16,0.33,0.03,0.03,0,4.95,0,0.01,0,0,2.13,0,0,0.03,0,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.03,0,0,0.07,0,0,0,0,0.1
Savoury snacks,Popcorn salted popped wo oil,per 100g,,1594,377,3.9,12.7,12.7,0,,,3.9,3.4,0.5,1,1.8,0,1.8,0,70.3,1.1,69.2,0,4.9,0,,,0,935,234,11,274,84,1.1,0,1.1,0.41,1,0.1,3,5,10,0,61,0,1269,,0,,0,0,0,0,0,0,0,0,0,,,,0.38,0.12,0,0,,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.06,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,1.03,0.01,0,0,0,1.8,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Bread,Wheat baguette white w herb butter ready made,per 100g,,1271,303,38.3,7.8,7.7,0.2,,,12.2,11.4,7.6,2.7,0.8,0.1,0.6,0.2,39.4,2.3,37.1,0,2.3,0,,,37,560,90,25,81,17,0.7,0,0.7,0.1,3,0.53,51.3,121,127,114,75,0,,,,,0.1,0,0,0,0.6,0.5,0,0,0.3,,,,0.06,0.03,0.024,0.05,,0.7,47.4,47.4,0,0,0.47,0.27,0.15,0.33,0.01,0.4,0.01,1.2,0.12,3.31,0.08,1.1,0.01,0.01,0,0.01,0,0,0,0,0.15,0.03,0.01,0.11,0.17,2.33,0.01,0,0,0,0.55,0,0,0,0,0.09,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0.06,0,0,0,0,0.21,0,0,0,0,0,0,0,0.04
Pastry and biscuits,Doughnut Dutch style plain,per 100g,,1010,241,49.7,6.6,4.9,1.7,,29,9.6,9,1.5,2.6,4.9,0,4.8,0,31.2,2.4,28.8,0,1.5,0,0,1.4,18,355,153,65,107,15,0.6,0,0.6,0.1,3,0.58,9,16,16,15,3,0,93,8,0,0,0.1,0,0.1,,4.3,4.2,0.1,0,0.5,1.1,0.9,0.2,0.06,0.15,0.083,0.26,1.2,0.7,42.1,42.1,0,0,0.02,0.01,0.01,0.02,0,0.02,0,0.07,0.01,0.8,0,0.37,0,0.02,0,0.06,0,0.05,0,0,0.01,0,0,0.01,0.03,2.55,0.03,0,0,0,4.79,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03
Pastry and biscuits,Brownie wo filling,per 100g,,1759,420,17.7,4.4,2.5,1.9,,43,19.8,18.8,9,7.5,2.1,0.2,2,0,55.1,45.6,9.6,0,1.6,0,,0.6,60,154,109,22,77,20,1.1,0,1.1,0.21,5,0.56,9.1,162,163,162,5,1,76,30,0,0,1.5,0,0.9,0.6,4.5,4,0.1,1.3,4.7,3,3,,0.03,0.08,0.037,0.3,1,0.3,14.8,14.8,0,0,0,0.01,0.03,0.02,0,0.2,0,0.19,0.01,5.94,0.02,2.47,0,0.1,0,0.03,0,0.03,0,0,0,0,0,0,0.07,7.31,0.06,0.01,0,0,1.95,0,0,0,0,0.16,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04
Pastry and biscuits,Biscuit Dutch Taai-taai,per 100g,,1498,353,11.8,5.3,5.3,0,,,0.9,0.6,0.2,0.3,0.1,0,0.1,0,79.9,37.6,42.4,0,2.1,0,,,0,132,132,17,100,16,0.7,0,0.7,0.06,3,0.65,15,0,1,0,4,,,,,,0.1,,0.1,,0.5,0.4,0.2,0.1,0.3,,,,0.03,0.03,0.012,0,,0.6,6.7,6.7,0,0,0,0,0,0,0,0,0,0.01,0,0.13,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.01,0,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Milk and milk products,Milk semi-skimmed lactose free,per 100g,,186,44,90.8,3.4,0,3.4,,,1.5,1.4,1,0.3,0,0,0,0,4.4,4.4,0,0,0,0,0,,6,45,146,117,87,12,0,0,0,0.01,1,0.41,14.9,15,16,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.5,0.04,0.13,0.033,0.26,,0.1,6.5,6.5,0,1,0.05,0.03,0.02,0.04,0,0.05,0,0.16,0.01,0.42,0.01,0.14,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0.02,0.27,0,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03
Fats and oils,Herb butter,per 100g,,2564,623,28.5,1.2,0,1.2,,,67.7,63.6,44.7,15.1,2,0.5,1.1,1.3,2.1,1.6,0.5,0,0.5,0,,,221,353,27,17,23,2,0.1,0,0.1,0.01,1,0.09,1.5,731,768,693,453,,,,,,0.3,0.1,0.2,0,2.8,2.8,0.1,0.1,0.1,,,,0.01,0.03,0,0.3,,0,0,0,0,0,2.86,1.61,0.89,1.97,0.05,2.37,0.05,7.24,0.72,18.99,0.45,6.43,0.05,0.05,0,0.05,0,0,0,0,0.89,0.2,0.06,0.64,1.02,13.18,0.06,0,0,0,0.95,0,0,0,0,0.38,0,0,0,0,0.06,0,0.06,0,0.06,0,0,0,0,0.06,0,0.06,0,0,0.38,0,0,0,0,1.28,0,0,0,0,0,0,0,0.13
"Sugar, sweets and sweet sauces",Golden syrup pourable,per 100g,,1224,288,28,0,0,0,,,0,0,0,0,0,0,0,0,72,72,0,0,0,0,,,0,0,0,0,0,,0,0,0,0.06,0,0.1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
